,player,runs,mins,bf,4s,6s,sr,inns_batting,unnamed:,overs,mdns,runs,wkts,econ,inns_batting,dis,ct,st,ct_wk,ct_fi,opposition,ground,start_date,country
1864,C Connolly,3,26,16,0,0,18.75,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS
13849,Washington Sundar,14,27,14,1,0,100.00,1,,5.0,0,43,1,8.60,2,0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND
9841,Naseem Shah,DNB,-,-,-,-,-,2,,10.0,0,68,1,6.80,1,0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK
4822,JC Buttler,6,13,9,0,0,66.66,2,,DNB,-,-,-,-,1,1,1,0,0,1,v India,Ahmedabad,2025-02-12,ENG
10012,PD Salt,23,41,21,4,0,109.52,2,,DNB,-,-,-,-,1,3,3,0,3,0,v India,Ahmedabad,2025-02-12,ENG
1022,Abrar Ahmed,DNB,-,-,-,-,-,2,,10.0,0,63,0,6.30,1,0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK
12398,Shubman Gill,112,141,102,14,3,109.80,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND
3606,H Klaasen,87,87,56,11,3,155.35,1,,DNB,-,-,-,-,2,1,1,0,1,0,v Pakistan,Karachi,2025-02-12,SA
3634,HC Brook,19,36,26,1,1,73.07,2,,DNB,-,-,-,-,1,1,1,0,0,1,v India,Ahmedabad,2025-02-12,ENG
1861,C Bosch,15*,10,9,1,1,166.66,1,,8.0,0,70,1,8.75,2,0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA
12094,Shaheen Shah Afridi,DNB,-,-,-,-,-,2,,10.0,0,66,2,6.60,1,1,1,0,0,1,v South Africa,Karachi,2025-02-12,PAK
8188,MW Short,0,1,2,0,0,0.00,2,,9.0,0,39,1,4.33,1,1,1,0,0,1,v Sri Lanka,Colombo (RPS),2025-02-12,AUS
10154,PWA Mulder,2,5,6,0,0,33.33,1,,10.0,1,79,2,7.90,2,1,1,0,0,1,v Pakistan,Karachi,2025-02-12,SA
12537,T Banton,38,48,41,4,2,92.68,2,,DNB,-,-,-,-,1,1,1,0,0,1,v India,Ahmedabad,2025-02-12,ENG
12587,T Bavuma,82,127,96,13,0,85.41,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA
12637,T Shamsi,DNB,-,-,-,-,-,1,,9.0,0,53,0,5.88,2,0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA
12669,T de Zorzi,22,42,18,3,1,122.22,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA
3738,HH Pandya,17,10,9,0,2,188.88,1,,5.0,0,38,2,7.60,2,0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND
4709,J Fraser-McGurk,2,14,9,0,0,22.22,2,,DNB,-,-,-,-,1,2,2,0,0,2,v Sri Lanka,Colombo (RPS),2025-02-12,AUS
11933,Saud Shakeel,15,17,16,2,0,93.75,2,,DNB,-,-,-,-,1,1,1,0,0,1,v South Africa,Karachi,2025-02-12,PAK
6874,LS Livingstone,9,23,23,1,0,39.13,2,,8.0,0,57,0,7.12,1,0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG
11224,S Muthusamy,DNB,-,-,-,-,-,1,,3.0,0,17,0,5.66,2,0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA
11543,SPD Smith,12,31,17,3,0,70.58,2,,DNB,-,-,-,-,1,3,3,0,0,3,v Sri Lanka,Colombo (RPS),2025-02-12,AUS
142,AAP Atkinson,38,32,19,6,1,200.00,2,,8.0,0,74,1,9.25,1,0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG
8956,Mohammad Rizwan,122*,168,128,9,3,95.31,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK
618,AM Hardie,32,58,37,3,0,86.48,2,,6.0,0,13,2,2.16,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS
11247,SA Abbott,20,29,23,3,0,86.95,2,,9.0,0,61,3,6.77,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS
6572,L Ngidi,DNB,-,-,-,-,-,1,,9.0,0,74,1,8.22,2,0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA
3167,Fakhar Zaman,41,58,28,6,1,146.42,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK
1124,Agha Salman,134,158,103,16,2,130.09,2,,5.0,0,33,0,6.60,1,2,2,0,0,2,v South Africa,Karachi,2025-02-12,PAK
4076,Harshit Rana,13,11,10,1,1,130.00,1,,5.0,1,31,2,6.20,2,0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND
6405,Khushdil Shah,DNB,-,-,-,-,-,2,,7.0,0,39,1,5.57,1,0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK
6440,Kuldeep Yadav,1*,2,1,0,0,100.00,1,,8.0,0,38,1,4.75,2,0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND
11329,SH Johnson,0,13,2,0,0,0.00,2,,7.0,0,44,2,6.28,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS
1219,Arshdeep Singh,2,5,2,0,0,100.00,1,,5.0,0,33,2,6.60,2,0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND
11212,S Mahmood,2*,8,4,0,0,50.00,2,,10.0,0,68,1,6.80,1,0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG
685,AR Patel,13,11,12,2,0,108.33,1,,6.2,1,22,2,3.47,2,1,1,0,0,1,v England,Ahmedabad,2025-02-12,IND
872,AU Rashid,0,3,5,0,0,0.00,2,,10.0,0,64,4,6.40,1,0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG
5971,K Verreynne,44*,51,32,3,1,137.50,1,,DNB,-,-,-,-,2,1,1,0,1,0,v Pakistan,Karachi,2025-02-12,SA
8667,Mohammad Hasnain,DNB,-,-,-,-,-,2,,8.0,0,72,0,9.00,1,0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK
7074,M Labuschagne,15,57,27,1,0,55.55,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS
13580,V Kohli,52,74,55,7,1,94.54,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND
6032,KA Maharaj,DNB,-,-,-,-,-,1,,10.0,0,54,0,5.40,2,0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA
121,A Zampa,20*,33,29,2,0,68.96,2,,6.0,0,32,0,5.33,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS
1822,Babar Azam,23,31,19,4,0,121.05,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK
6123,KL Rahul,40,54,29,3,1,137.93,1,,DNB,-,-,-,-,2,2,1,1,1,0,v England,Ahmedabad,2025-02-12,IND
7847,MP Breetzke,83,125,84,10,1,98.80,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA
9670,NT Ellis,0,2,3,0,0,0.00,2,,9.0,2,23,2,2.55,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS
1690,BM Duckett,34,29,22,8,0,154.54,2,,DNB,-,-,-,-,1,0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG
13359,Tayyab Tahir,4*,1,1,1,0,400.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK
11591,SS Iyer,78,76,64,8,2,121.87,1,,DNB,-,-,-,-,2,1,1,0,0,1,v England,Ahmedabad,2025-02-12,IND
2696,DP Conway,97,159,107,9,1,90.65,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ
7846,MP Breetzke,150,184,148,11,5,101.35,1,,DNB,-,-,-,-,2,0,0,0,0,0,v New Zealand,Lahore,2025-02-10,SA
10152,PWA Mulder,64,91,60,5,1,106.66,1,,6.0,1,32,0,5.33,2,1,1,0,0,1,v New Zealand,Lahore,2025-02-10,SA
3319,GD Phillips,28*,35,32,1,1,87.50,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ
2802,E Bosch,7*,23,9,0,0,77.77,1,,7.0,0,33,1,4.71,2,0,0,0,0,0,v New Zealand,Lahore,2025-02-10,SA
11223,S Muthusamy,2,3,3,0,0,66.66,1,,8.4,1,50,2,5.76,2,1,1,0,0,1,v New Zealand,Lahore,2025-02-10,SA
2072,CJ Dala,DNB,-,-,-,-,-,1,,8.0,0,47,1,5.87,2,0,0,0,0,0,v New Zealand,Lahore,2025-02-10,SA
2548,DJ Mitchell,10,12,10,0,1,100.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v South Africa,Lahore,2025-02-10,NZ
7654,MJ Santner,DNB,-,-,-,-,-,2,,10.0,0,62,0,6.20,1,0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ
12630,T Shamsi,DNB,-,-,-,-,-,1,,9.0,0,62,0,6.88,2,0,0,0,0,0,v New Zealand,Lahore,2025-02-10,SA
5112,JF Smith,41,69,51,1,2,80.39,1,,DNB,-,-,-,-,2,0,0,0,0,0,v New Zealand,Lahore,2025-02-10,SA
5969,K Verreynne,1,4,4,0,0,25.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v New Zealand,Lahore,2025-02-10,SA
1727,BV Sears,DNB,-,-,-,-,-,2,,10.0,0,65,0,6.50,1,0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ
6338,KS Williamson,133*,166,113,13,2,117.69,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ
13749,WA Young,19,46,31,2,0,61.29,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ
13091,TWM Latham,0,2,1,0,0,0.00,2,,DNB,-,-,-,-,1,1,1,0,1,0,v South Africa,Lahore,2025-02-10,NZ
7109,M Mpongwana,1*,1,2,0,0,50.00,1,,3.0,0,25,0,8.33,2,1,1,0,0,1,v New Zealand,Lahore,2025-02-10,SA
12579,T Bavuma,20,33,23,3,0,86.95,1,,DNB,-,-,-,-,2,0,0,0,0,0,v New Zealand,Lahore,2025-02-10,SA
7328,MG Bracewell,DNB,-,-,-,-,-,2,,10.0,0,43,1,4.30,1,2,2,0,0,2,v South Africa,Lahore,2025-02-10,NZ
7517,MJ Henry,DNB,-,-,-,-,-,2,,10.0,0,59,2,5.90,1,0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ
6567,L Ngidi,DNB,-,-,-,-,-,1,,7.0,0,54,0,7.71,2,0,0,0,0,0,v New Zealand,Lahore,2025-02-10,SA
13709,W O'Rourke,DNB,-,-,-,-,-,2,,10.0,0,72,2,7.20,1,0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ
11592,SS Iyer,44,72,47,3,1,93.61,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Cuttack,2025-02-09,IND
13583,V Kohli,5,12,8,1,0,62.50,2,,DNB,-,-,-,-,1,2,2,0,0,2,v England,Cuttack,2025-02-09,IND
5012,JE Root,69,127,72,6,0,95.83,1,,1.3,0,15,0,10.00,2,0,0,0,0,0,v India,Cuttack,2025-02-09,ENG
874,AU Rashid,14,9,5,3,0,280.00,1,,10.0,0,78,1,7.80,2,1,1,0,0,1,v India,Cuttack,2025-02-09,ENG
3741,HH Pandya,10,6,6,2,0,166.66,2,,7.0,0,53,1,7.57,1,1,1,0,0,1,v England,Cuttack,2025-02-09,IND
9114,Mohammed Shami,DNB,-,-,-,-,-,2,,7.5,0,66,1,8.42,1,0,0,0,0,0,v England,Cuttack,2025-02-09,IND
6126,KL Rahul,10,15,14,1,0,71.42,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Cuttack,2025-02-09,IND
143,AAP Atkinson,3,10,7,0,0,42.85,1,,7.0,0,65,1,9.28,2,0,0,0,0,0,v India,Cuttack,2025-02-09,ENG
7256,MA Wood,0,7,1,0,0,0.00,1,,8.0,0,57,0,7.12,2,0,0,0,0,0,v India,Cuttack,2025-02-09,ENG
10386,RA Jadeja,11*,9,7,2,0,157.14,2,,10.0,1,35,3,3.50,1,1,1,0,0,1,v England,Cuttack,2025-02-09,IND
4713,J Overton,6,7,10,0,0,60.00,1,,5.0,0,27,2,5.40,2,1,1,0,0,1,v India,Cuttack,2025-02-09,ENG
10013,PD Salt,26,52,29,2,1,89.65,1,,DNB,-,-,-,-,2,2,2,0,2,0,v India,Cuttack,2025-02-09,ENG
6875,LS Livingstone,41,52,32,2,2,128.12,1,,7.0,0,29,1,4.14,2,0,0,0,0,0,v India,Cuttack,2025-02-09,ENG
11213,S Mahmood,0*,1,1,0,0,0.00,1,,6.0,0,36,0,6.00,2,0,0,0,0,0,v India,Cuttack,2025-02-09,ENG
2189,CV Varun,DNB,-,-,-,-,-,2,,10.0,0,54,1,5.40,1,0,0,0,0,0,v England,Cuttack,2025-02-09,IND
12399,Shubman Gill,60,83,52,9,1,115.38,2,,DNB,-,-,-,-,1,3,3,0,0,3,v England,Cuttack,2025-02-09,IND
1691,BM Duckett,65,74,56,10,0,116.07,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Cuttack,2025-02-09,ENG
4077,Harshit Rana,DNB,-,-,-,-,-,2,,9.0,0,62,1,6.88,1,0,0,0,0,0,v England,Cuttack,2025-02-09,IND
686,AR Patel,41*,61,43,4,0,95.34,2,,6.0,0,32,0,5.33,1,0,0,0,0,0,v England,Cuttack,2025-02-09,IND
3635,HC Brook,31,45,52,3,1,59.61,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Cuttack,2025-02-09,ENG
4825,JC Buttler,34,40,35,2,0,97.14,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Cuttack,2025-02-09,ENG
10495,RG Sharma,119,142,90,12,7,132.22,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Cuttack,2025-02-09,IND
13357,Tayyab Tahir,30,34,29,4,0,103.44,2,,DNB,-,-,-,-,1,0,0,0,0,0,v New Zealand,Lahore,2025-02-08,PAK
6324,KS Williamson,58,113,89,7,0,65.16,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Pakistan,Lahore,2025-02-08,NZ
6382,Kamran Ghulam,18,31,32,1,0,56.25,2,,DNB,-,-,-,-,1,1,1,0,0,1,v New Zealand,Lahore,2025-02-08,PAK
8945,Mohammad Rizwan,3,14,11,0,0,27.27,2,,DNB,-,-,-,-,1,2,2,0,2,0,v New Zealand,Lahore,2025-02-08,PAK
1803,Babar Azam,10,47,23,1,0,43.47,2,,DNB,-,-,-,-,1,0,0,0,0,0,v New Zealand,Lahore,2025-02-08,PAK
10337,R Ravindra,25,41,19,5,0,131.57,1,,3.0,0,14,0,4.66,2,0,0,0,0,0,v Pakistan,Lahore,2025-02-08,NZ
4025,Haris Rauf,absent,-,-,-,-,-,2,,6.2,0,23,1,3.63,1,0,0,0,0,0,v New Zealand,Lahore,2025-02-08,PAK
1020,Abrar Ahmed,23*,17,15,4,0,153.33,2,,10.0,0,41,2,4.10,1,1,1,0,0,1,v New Zealand,Lahore,2025-02-08,PAK
1726,BV Sears,DNB,-,-,-,-,-,1,,6.0,0,39,0,6.50,2,0,0,0,0,0,v Pakistan,Lahore,2025-02-08,NZ
13708,W O'Rourke,DNB,-,-,-,-,-,1,,6.0,0,46,0,7.66,2,0,0,0,0,0,v Pakistan,Lahore,2025-02-08,NZ
2544,DJ Mitchell,81,137,84,2,4,96.42,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Pakistan,Lahore,2025-02-08,NZ
1119,Agha Salman,40,72,51,2,1,78.43,2,,4.4,0,31,0,6.64,1,0,0,0,0,0,v New Zealand,Lahore,2025-02-08,PAK
7643,MJ Santner,8*,24,5,1,0,160.00,1,,10.0,2,41,3,4.10,2,0,0,0,0,0,v Pakistan,Lahore,2025-02-08,NZ
13746,WA Young,4,3,4,1,0,100.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Pakistan,Lahore,2025-02-08,NZ
6404,Khushdil Shah,15,25,18,1,0,83.33,2,,9.0,0,66,0,7.33,1,1,1,0,0,1,v New Zealand,Lahore,2025-02-08,PAK
3153,Fakhar Zaman,84,103,69,7,4,121.73,2,,DNB,-,-,-,-,1,0,0,0,0,0,v New Zealand,Lahore,2025-02-08,PAK
9836,Naseem Shah,13,35,23,0,0,56.52,2,,10.0,0,70,0,7.00,1,0,0,0,0,0,v New Zealand,Lahore,2025-02-08,PAK
13079,TWM Latham,0,6,3,0,0,0.00,1,,DNB,-,-,-,-,2,2,1,1,1,0,v Pakistan,Lahore,2025-02-08,NZ
3317,GD Phillips,106*,106,74,6,7,143.24,1,,3.0,0,18,1,6.00,2,1,1,0,0,1,v Pakistan,Lahore,2025-02-08,NZ
7510,MJ Henry,DNB,-,-,-,-,-,1,,9.5,0,53,3,5.38,2,0,0,0,0,0,v Pakistan,Lahore,2025-02-08,NZ
12082,Shaheen Shah Afridi,10,20,16,1,0,62.50,2,,10.0,0,88,3,8.80,1,0,0,0,0,0,v New Zealand,Lahore,2025-02-08,PAK
7326,MG Bracewell,31,27,23,1,3,134.78,1,,10.0,0,41,2,4.10,2,1,1,0,0,1,v Pakistan,Lahore,2025-02-08,NZ
4772,JC Archer,21*,16,18,3,1,116.66,1,,7.0,1,39,1,5.57,2,0,0,0,0,0,v India,Nagpur,2025-02-06,ENG
9118,Mohammed Shami,DNB,-,-,-,-,-,2,,8.0,1,38,1,4.75,1,0,0,0,0,0,v England,Nagpur,2025-02-06,IND
11594,SS Iyer,59,44,36,9,2,163.88,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Nagpur,2025-02-06,IND
4078,Harshit Rana,DNB,-,-,-,-,-,2,,7.0,1,53,3,7.57,1,0,0,0,0,0,v England,Nagpur,2025-02-06,IND
6445,Kuldeep Yadav,DNB,-,-,-,-,-,2,,9.4,0,53,1,5.48,1,0,0,0,0,0,v England,Nagpur,2025-02-06,IND
10014,PD Salt,43,41,26,5,3,165.38,1,,DNB,-,-,-,-,2,1,1,0,1,0,v India,Nagpur,2025-02-06,ENG
6879,LS Livingstone,5,11,10,0,0,50.00,1,,5.0,0,28,0,5.60,2,1,1,0,0,1,v India,Nagpur,2025-02-06,ENG
3636,HC Brook,0,2,3,0,0,0.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Nagpur,2025-02-06,ENG
1692,BM Duckett,32,47,29,6,0,110.34,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Nagpur,2025-02-06,ENG
878,AU Rashid,8,27,16,0,0,50.00,1,,10.0,1,49,2,4.90,2,1,1,0,0,1,v India,Nagpur,2025-02-06,ENG
11214,S Mahmood,2,3,4,0,0,50.00,1,,6.4,0,47,2,7.05,2,0,0,0,0,0,v India,Nagpur,2025-02-06,ENG
6130,KL Rahul,2,10,9,0,0,22.22,2,,DNB,-,-,-,-,1,3,2,1,2,0,v England,Nagpur,2025-02-06,IND
12401,Shubman Gill,87,133,96,14,0,90.62,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Nagpur,2025-02-06,IND
5118,JG Bethell,51,94,64,3,1,79.68,1,,3.0,0,18,1,6.00,2,0,0,0,0,0,v India,Nagpur,2025-02-06,ENG
10391,RA Jadeja,12*,9,10,2,0,120.00,2,,9.0,1,26,3,2.88,1,0,0,0,0,0,v England,Nagpur,2025-02-06,IND
5018,JE Root,19,40,31,1,0,61.29,1,,2.0,0,10,0,5.00,2,0,0,0,0,0,v India,Nagpur,2025-02-06,ENG
3747,HH Pandya,9*,13,6,0,1,150.00,2,,7.0,1,37,0,5.28,1,1,1,0,0,1,v England,Nagpur,2025-02-06,IND
13871,YBK Jaiswal,15,20,22,3,0,68.18,2,,DNB,-,-,-,-,1,1,1,0,0,1,v England,Nagpur,2025-02-06,IND
10501,RG Sharma,2,25,7,0,0,28.57,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Nagpur,2025-02-06,IND
4832,JC Buttler,52,84,67,4,0,77.61,1,,DNB,-,-,-,-,2,1,1,0,0,1,v India,Nagpur,2025-02-06,ENG
687,AR Patel,52,67,47,6,1,110.63,2,,7.0,0,38,1,5.42,1,0,0,0,0,0,v England,Nagpur,2025-02-06,IND
1511,BA Carse,10,14,18,1,0,55.55,1,,5.0,0,52,0,10.40,2,0,0,0,0,0,v India,Nagpur,2025-02-06,ENG
13710,W O'Rourke,1*,6,3,0,0,33.33,2,,10.0,0,57,0,5.70,1,0,0,0,0,0,v Sri Lanka,Auckland,2025-01-11,NZ
2550,DJ Mitchell,2,16,5,0,0,40.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Auckland,2025-01-11,NZ
7657,MJ Santner,2,20,15,0,0,13.33,2,,10.0,0,55,2,5.50,1,0,0,0,0,0,v Sri Lanka,Auckland,2025-01-11,NZ
7519,MJ Henry,12,11,6,1,1,200.00,2,,10.0,0,55,4,5.50,1,1,1,0,0,1,v Sri Lanka,Auckland,2025-01-11,NZ
8021,MS Chapman,81,143,81,10,1,100.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Auckland,2025-01-11,NZ
13095,TWM Latham,0,5,4,0,0,0.00,2,,DNB,-,-,-,-,1,1,1,0,1,0,v Sri Lanka,Auckland,2025-01-11,NZ
9590,NG Smith,17,41,29,1,0,58.62,2,,8.0,0,62,1,7.75,1,2,2,0,0,2,v Sri Lanka,Auckland,2025-01-11,NZ
7329,MG Bracewell,13,30,20,1,1,65.00,2,,9.0,0,45,1,5.00,1,1,1,0,0,1,v Sri Lanka,Auckland,2025-01-11,NZ
3321,GD Phillips,0,2,3,0,0,0.00,2,,3.0,0,12,0,4.00,1,1,1,0,0,1,v Sri Lanka,Auckland,2025-01-11,NZ
13751,WA Young,0,9,8,0,0,0.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Auckland,2025-01-11,NZ
10341,R Ravindra,1,14,5,0,0,20.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Auckland,2025-01-11,NZ
10345,R Ravindra,79,102,63,9,1,125.39,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Sri Lanka,Hamilton,2025-01-08,NZ
13711,W O'Rourke,3*,3,5,0,0,60.00,1,,6.2,0,31,3,4.89,2,0,0,0,0,0,v Sri Lanka,Hamilton,2025-01-08,NZ
3325,GD Phillips,22,29,26,1,1,84.61,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Sri Lanka,Hamilton,2025-01-08,NZ
2554,DJ Mitchell,38,76,38,3,1,100.00,1,,2.0,0,13,0,6.50,2,2,2,0,0,2,v Sri Lanka,Hamilton,2025-01-08,NZ
8024,MS Chapman,62,63,52,5,2,119.23,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Sri Lanka,Hamilton,2025-01-08,NZ
13102,TWM Latham,1,2,1,0,0,100.00,1,,DNB,-,-,-,-,2,2,2,0,2,0,v Sri Lanka,Hamilton,2025-01-08,NZ
9592,NG Smith,0,2,1,0,0,0.00,1,,7.0,1,34,1,4.85,2,1,1,0,0,1,v Sri Lanka,Hamilton,2025-01-08,NZ
13755,WA Young,16,23,18,2,0,88.88,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Sri Lanka,Hamilton,2025-01-08,NZ
7663,MJ Santner,20,22,15,2,1,133.33,1,,5.0,0,14,1,2.80,2,1,1,0,0,1,v Sri Lanka,Hamilton,2025-01-08,NZ
7525,MJ Henry,1,6,3,0,0,33.33,1,,5.0,1,19,1,3.80,2,0,0,0,0,0,v Sri Lanka,Hamilton,2025-01-08,NZ
4735,JA Duffy,0*,5,0,0,0,-,1,,5.0,1,30,2,6.00,2,0,0,0,0,0,v Sri Lanka,Hamilton,2025-01-08,NZ
9594,NG Smith,DNB,-,-,-,-,-,2,,8.0,2,43,2,5.37,1,0,0,0,0,0,v Sri Lanka,Wellington,2025-01-05,NZ
13712,W O'Rourke,DNB,-,-,-,-,-,2,,10.0,1,50,0,5.00,1,0,0,0,0,0,v Sri Lanka,Wellington,2025-01-05,NZ
4737,JA Duffy,DNB,-,-,-,-,-,2,,8.4,0,39,2,4.50,1,0,0,0,0,0,v Sri Lanka,Wellington,2025-01-05,NZ
7669,MJ Santner,DNB,-,-,-,-,-,2,,7.0,0,27,1,3.85,1,3,3,0,0,3,v Sri Lanka,Wellington,2025-01-05,NZ
7455,MJ Hay,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,2,2,0,2,0,v Sri Lanka,Wellington,2025-01-05,NZ
13758,WA Young,90*,132,86,12,0,104.65,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Wellington,2025-01-05,NZ
3328,GD Phillips,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Wellington,2025-01-05,NZ
7531,MJ Henry,DNB,-,-,-,-,-,2,,10.0,1,19,4,1.90,1,0,0,0,0,0,v Sri Lanka,Wellington,2025-01-05,NZ
10346,R Ravindra,45,66,36,6,1,125.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Wellington,2025-01-05,NZ
2555,DJ Mitchell,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Wellington,2025-01-05,NZ
8027,MS Chapman,29*,66,36,3,0,80.55,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Wellington,2025-01-05,NZ
1819,Babar Azam,52,95,71,7,0,73.23,1,,DNB,-,-,-,-,2,0,0,0,0,0,v South Africa,Johannesburg,2024-12-22,PAK
12668,T de Zorzi,26,32,23,2,2,113.04,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Pakistan,Johannesburg,2024-12-22,SA
13358,Tayyab Tahir,28,42,24,2,1,116.66,1,,DNB,-,-,-,-,2,1,1,0,0,1,v South Africa,Johannesburg,2024-12-22,PAK
11786,Saim Ayub,101,150,94,13,2,107.44,1,,10.0,1,34,1,3.40,2,2,2,0,0,2,v South Africa,Johannesburg,2024-12-22,PAK
8665,Mohammad Hasnain,4,2,2,1,0,200.00,1,,7.0,1,41,1,5.85,2,0,0,0,0,0,v South Africa,Johannesburg,2024-12-22,PAK
1004,Abdullah Shafique,0,1,1,0,0,0.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v South Africa,Johannesburg,2024-12-22,PAK
7018,M Jansen,26,49,22,2,2,118.18,2,,9.0,0,58,2,6.44,1,1,1,0,0,1,v Pakistan,Johannesburg,2024-12-22,SA
1860,C Bosch,40*,59,44,5,0,90.90,2,,9.0,0,69,1,7.66,1,0,0,0,0,0,v Pakistan,Johannesburg,2024-12-22,SA
1649,BC Fortuin,8,24,16,0,1,50.00,2,,10.0,0,56,2,5.60,1,0,0,0,0,0,v Pakistan,Johannesburg,2024-12-22,SA
9840,Naseem Shah,5*,6,2,1,0,250.00,1,,9.0,0,63,2,7.00,2,0,0,0,0,0,v South Africa,Johannesburg,2024-12-22,PAK
12585,T Bavuma,8,15,6,2,0,133.33,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Pakistan,Johannesburg,2024-12-22,SA
12091,Shaheen Shah Afridi,0,1,1,0,0,0.00,1,,7.0,1,70,2,10.00,2,1,1,0,0,1,v South Africa,Johannesburg,2024-12-22,PAK
