Player,Overs,Mdns,Runs,Wkts,Econ,Inns,,Opposition,Ground,Start Date,
K Rabada (SA),10.0,1,43,4,4.30,1,,v Bangladesh,Kimberley,15 Oct 2017,
Mujeeb Ur Rahman (AFG),9.5,0,43,4,4.37,1,,v West Indies,Harare,25 Mar 2018,
DJ Willey (ENG),7.0,0,43,4,6.14,1,,v Australia,Chester-le-Street,21 Jun 2018,
Mustafizur Rahman (BAN),10.0,2,43,4,4.30,2,,v Pakistan,Abu Dhabi,26 Sep 2018,
A Zampa (AUS),9.4,1,43,4,4.44,2,,v Pakistan,Abu Dhabi,27 Mar 2019,
Mustafizur Rahman (BAN),9.0,1,43,4,4.77,1,,v West Indies,Dublin (Malahide),13 May 2019,
MA Starc (AUS),8.4,1,43,4,4.96,2,,v England,Lord's,25 Jun 2019,
Usama Mir (PAK),10.0,0,43,4,4.30,2,,v New Zealand,Karachi,5 May 2023,
Kuldeep Yadav (IND),9.3,0,43,4,4.52,2,,v Sri Lanka,Colombo (RPS),12 Sep 2023,
RJW Topley (ENG),10.0,1,43,4,4.30,2,,v Bangladesh,Dharamsala,10 Oct 2023,
W O'Rourke (NZ),9.3,0,43,4,4.52,1,,v Pakistan,Karachi,14 Feb 2025,
TA Boult (NZ),10.0,3,44,4,4.40,2,,v West Indies,Wellington,21 Mar 2015,
AL Phehlukwayo (SA),10.0,1,44,4,4.40,1,,v Australia,Centurion,30 Sep 2016,
Mustafizur Rahman (BAN),10.0,1,44,4,4.40,2,,v Ireland,Chelmsford,14 May 2023,
Taskin Ahmed (BAN),8.3,0,44,4,5.17,2,,v Afghanistan,Lahore,3 Sep 2023,
G Coetzee (SA),10.0,1,44,4,4.40,1,,v Afghanistan,Ahmedabad,10 Nov 2023,
Wahab Riaz (PAK),9.4,1,45,4,4.65,2,,v Zimbabwe,Brisbane,1 Mar 2015,
K Rabada (SA),9.5,1,45,4,4.57,1,,v England,Johannesburg,12 Feb 2016,
B Kumar (IND),10.0,0,45,4,4.50,1,,v Australia,Adelaide,15 Jan 2019,
Kuldeep Yadav (IND),10.0,0,45,4,4.50,2,,v New Zealand,Mount Maunganui,26 Jan 2019,
A Zampa (AUS),9.5,1,45,4,4.57,2,,v England,Sydney,19 Nov 2022,
AU Rashid (ENG),10.0,0,45,4,4.50,2,,v Bangladesh,Mirpur,3 Mar 2023,
A Zampa (AUS),10.0,0,45,4,4.50,2,,v India,Chennai,22 Mar 2023,
Rubel Hossain (BAN),10.0,0,46,4,4.60,1,,v Sri Lanka,Mirpur,27 Jan 2018,
YS Chahal (IND),9.0,0,46,4,5.11,2,,v South Africa,Cape Town,7 Feb 2018,
MM Ali (ENG),8.4,0,46,4,5.30,1,,v Australia,Manchester,24 Jun 2018,
LE Plunkett (ENG),10.0,1,46,4,4.60,2,,v India,Lord's,14 Jul 2018,
Shaheen Shah Afridi (PAK),8.0,1,46,4,5.75,1,,v New Zealand,Abu Dhabi,7 Nov 2018,
Taskin Ahmed (BAN),9.0,0,46,4,5.11,1,,v Sri Lanka,Mirpur,28 May 2021,
Shoriful Islam (BAN),10.0,0,46,4,4.60,1,,v Zimbabwe,Harare,18 Jul 2021,
Mohammed Siraj (IND),10.0,2,46,4,4.60,2,,v New Zealand,Hyderabad,18 Jan 2023,
KA Maharaj (SA),9.0,0,46,4,5.11,2,,v New Zealand,Pune,1 Nov 2023,
Shakib Al Hasan (BAN),10.0,0,47,4,4.70,2,,v Afghanistan,Mirpur,28 Sep 2016,
CR Woakes (ENG),9.0,1,47,4,5.22,2,,v West Indies,North Sound,3 Mar 2017,
Taskin Ahmed (BAN),8.5,0,47,4,5.32,1,,v Sri Lanka,Dambulla,28 Mar 2017,
AU Rashid (ENG),10.0,0,47,4,4.70,2,,v Australia,Nottingham,19 Jun 2018,
MJ Henry (NZ),9.2,0,47,4,5.03,1,,v Bangladesh,The Oval,5 Jun 2019,
Shaheen Shah Afridi (PAK),10.0,0,47,4,4.70,1,,v Afghanistan,Leeds,29 Jun 2019,
YS Chahal (IND),10.0,0,47,4,4.70,1,,v England,Lord's,14 Jul 2022,
MA Starc (AUS),8.0,1,47,4,5.87,2,,v England,Sydney,19 Nov 2022,
Ebadot Hossain (BAN),8.2,0,47,4,5.64,1,,v India,Mirpur,4 Dec 2022,
A Zampa (AUS),8.0,1,47,4,5.87,1,,v Sri Lanka,Lucknow,16 Oct 2023,
Shaheen Shah Afridi (PAK),8.0,0,47,4,5.87,2,,v South Africa,Cape Town,19 Dec 2024,
Rashid Khan (AFG),9.0,0,48,4,5.33,2,,v Ireland,Greater Noida,15 Mar 2017,
Mohammed Shami (IND),10.0,0,48,4,4.80,1,,v West Indies,Kingston,6 Jul 2017,
A Zampa (AUS),9.0,1,48,4,5.33,2,,v South Africa,Bloemfontein,9 Sep 2023,
PJ Cummins (AUS),10.0,0,49,4,4.90,2,,v England,Leeds,11 Sep 2015,
MJ Henry (NZ),10.0,1,49,4,4.90,1,,v Sri Lanka,Christchurch,26 Dec 2015,
AU Rashid (ENG),9.0,0,49,4,5.44,2,,v Bangladesh,Mirpur,7 Oct 2016,
Usman Shinwari (PAK),10.0,0,49,4,4.90,1,,v Australia,Dubai (DICS),31 Mar 2019,
YS Chahal (IND),9.5,0,49,4,4.98,1,,v West Indies,Ahmedabad,6 Feb 2022,
Fazalhaq Farooqi (AFG),9.0,0,49,4,5.44,2,,v Sri Lanka,Pallekele,25 Nov 2022,
RJW Topley (ENG),9.0,1,50,4,5.55,1,,v South Africa,Gqeberha,6 Feb 2016,
BM Tickner (NZ),10.0,0,50,4,5.00,1,,v Netherlands,Mount Maunganui,29 Mar 2022,
G Coetzee (SA),6.3,0,50,4,7.69,2,,v Australia,Potchefstroom,12 Sep 2023,
MM Ali (ENG),10.0,0,50,4,5.00,2,,v New Zealand,Lord's,15 Sep 2023,
L Ngidi (SA),9.0,1,51,4,5.66,1,,v India,Gqeberha,13 Feb 2018,
YS Chahal (IND),10.0,0,51,4,5.10,1,,v South Africa,Southampton,5 Jun 2019,
TA Boult (NZ),10.0,1,51,4,5.10,1,,v Australia,Lord's,29 Jun 2019,
A Nortje (SA),10.0,0,51,4,5.10,2,,v Pakistan,Centurion,2 Apr 2021,
L Ngidi (SA),8.0,1,51,4,6.37,2,,v Australia,Centurion,15 Sep 2023,
Fazalhaq Farooqi (AFG),10.0,1,51,4,5.10,2,,v Ireland,Sharjah,7 Mar 2024,
SN Thakur (IND),8.5,0,52,4,5.88,1,,v South Africa,Centurion,16 Feb 2018,
GJ Maxwell (AUS),10.0,0,52,4,5.20,1,,v New Zealand,Cairns,6 Sep 2022,
Sufiyan Muqeem (PAK),8.0,1,52,4,6.50,2,,v South Africa,Johannesburg,22 Dec 2024,
Rubel Hossain (BAN),9.3,0,53,4,5.57,2,,v England,Adelaide,9 Mar 2015,
Dawlat Zadran (AFG),8.5,0,53,4,6.00,2,,v Ireland,Greater Noida,15 Mar 2017,
MJ Henry (NZ),10.0,1,53,4,5.30,2,,v Pakistan,Wellington,19 Jan 2018,
LE Plunkett (ENG),9.1,1,53,4,5.78,2,,v Australia,Cardiff,16 Jun 2018,
A Nortje (SA),8.5,0,53,4,6.00,2,,v England,Chester-le-Street,19 Jul 2022,
A Zampa (AUS),10.0,0,53,4,5.30,2,,v Pakistan,Bengaluru,20 Oct 2023,
Taskin Ahmed (BAN),10.0,0,53,4,5.30,1,,v Afghanistan,Sharjah,6 Nov 2024,
K Rabada (SA),9.3,0,54,4,5.68,1,,v Australia,Adelaide,9 Nov 2018,
A Zampa (AUS),10.0,0,54,4,5.40,2,,v India,Sydney,27 Nov 2020,
M Prasidh Krishna (IND),8.1,1,54,4,6.61,2,,v England,Pune,23 Mar 2021,
Fazalhaq Farooqi (AFG),10.0,1,54,4,5.40,2,,v Bangladesh,Chattogram,23 Feb 2022,
Rehan Ahmed (ENG),10.0,0,54,4,5.40,2,,v Ireland,Nottingham,23 Sep 2023,
CR Woakes (ENG),9.3,0,54,4,5.68,1,,v Australia,Ahmedabad,4 Nov 2023,
Shakib Al Hasan (BAN),8.5,1,55,4,6.22,2,,v New Zealand,Hamilton,13 Mar 2015,
TA Boult (NZ),10.0,0,55,4,5.50,1,,v England,Birmingham,9 Jun 2015,
AU Rashid (ENG),10.0,0,55,4,5.50,2,,v New Zealand,Birmingham,9 Jun 2015,
LE Plunkett (ENG),9.3,0,55,4,5.78,2,,v New Zealand,Cardiff,6 Jun 2017,
DAJ Bracewell (NZ),8.0,0,55,4,6.87,1,,v West Indies,Whangarei,20 Dec 2017,
MA Starc (AUS),10.0,0,55,4,5.50,2,,v Sri Lanka,The Oval,15 Jun 2019,
JJ Bumrah (IND),10.0,1,55,4,5.50,2,,v Bangladesh,Birmingham,2 Jul 2019,
A Zampa (AUS),10.0,0,55,4,5.50,2,,v England,Manchester,11 Sep 2020,
MJ Henry (NZ),10.0,0,55,4,5.50,1,,v Sri Lanka,Auckland,11 Jan 2025,
PJ Cummins (AUS),8.3,0,56,4,6.58,2,,v England,Lord's,5 Sep 2015,
LB Williams (SA),10.0,2,56,4,5.60,1,,v Ireland,Abu Dhabi,7 Oct 2024,
Kuldeep Yadav (IND),10.0,0,57,4,5.70,2,,v South Africa,Gqeberha,13 Feb 2018,
L Ngidi (SA),8.2,0,57,4,6.84,2,,v Sri Lanka,Pallekele,5 Aug 2018,
JW Hastings (AUS),10.0,0,58,4,5.80,1,,v India,Melbourne,17 Jan 2016,
WD Parnell (SA),9.1,0,58,4,6.32,2,,v Sri Lanka,Cape Town,7 Feb 2017,
IS Sodhi (NZ),10.0,1,58,4,5.80,1,,v England,Dunedin,7 Mar 2018,
Mustafizur Rahman (BAN),10.0,0,58,4,5.80,1,,v Afghanistan,Sharjah,6 Nov 2024,
Wahab Riaz (PAK),10.0,0,59,4,5.90,1,,v Bangladesh,Mirpur,17 Apr 2015,
AU Rashid (ENG),10.0,0,59,4,5.90,1,,v Australia,Southampton,3 Sep 2015,
Taskin Ahmed (BAN),8.0,0,59,4,7.37,2,,v Afghanistan,Mirpur,25 Sep 2016,
LE Plunkett (ENG),10.0,0,59,4,5.90,1,,v Bangladesh,The Oval,1 Jun 2017,
MA Starc (AUS),10.0,0,59,4,5.90,2,,v England,Brisbane,19 Jan 2018,
Hasan Ali (PAK),10.0,0,60,4,6.00,1,,v England,Cardiff,4 Sep 2016,
CR Woakes (ENG),10.0,3,60,4,6.00,1,,v India,Cuttack,19 Jan 2017,
MA Wood (ENG),10.0,0,60,4,6.00,2,,v West Indies,St George's,27 Feb 2019,
Gulbadin Naib (AFG),10.0,0,60,4,6.00,1,,v Sri Lanka,Lahore,5 Sep 2023,
R Ravindra (NZ),10.0,0,60,4,6.00,1,,v England,Lord's,15 Sep 2023,
T Shamsi (SA),10.0,0,60,4,6.00,1,,v Pakistan,Chennai,27 Oct 2023,
Mehidy Hasan Miraz (BAN),9.0,0,61,4,6.77,2,,v South Africa,Centurion,18 Mar 2022,
T Shamsi (SA),10.0,0,61,4,6.10,1,,v Australia,Bloemfontein,9 Sep 2023,
CH Morris (SA),7.0,0,62,4,8.85,1,,v New Zealand,Hamilton,19 Feb 2017,
Rubel Hossain (BAN),10.0,0,62,4,6.20,1,,v South Africa,Paarl,18 Oct 2017,
Shadab Khan (PAK),9.0,1,62,4,6.88,2,,v West Indies,Multan,12 Jun 2022,
A Nortje (SA),10.0,0,62,4,6.20,2,,v England,Bloemfontein,27 Jan 2023,
L Ngidi (SA),10.0,0,62,4,6.20,1,,v England,Kimberley,1 Feb 2023,
Wahab Riaz (PAK),10.0,1,63,4,6.30,1,,v Zimbabwe,Harare,3 Oct 2015,
Mohammed Shami (IND),10.0,0,63,4,6.30,1,,v Australia,Bengaluru,19 Jan 2020,
Shaheen Shah Afridi (PAK),10.0,0,63,4,6.30,1,,v Australia,Lahore,31 Mar 2022,
HK Bennett (NZ),10.0,1,64,4,6.40,1,,v India,Mount Maunganui,11 Feb 2020,
DJ Willey (ENG),10.0,1,64,4,6.40,1,,v Sri Lanka,The Oval,1 Jul 2021,
AU Rashid (ENG),10.0,0,64,4,6.40,1,,v India,Ahmedabad,12 Feb 2025,
Haris Rauf (PAK),9.0,0,65,4,7.22,2,,v England,Birmingham,13 Jul 2021,
CR Woakes (ENG),10.0,0,67,4,6.70,1,,v Pakistan,Bristol,14 May 2019,
SN Thakur (IND),10.0,0,67,4,6.70,2,,v England,Pune,28 Mar 2021,
MJ Henry (NZ),10.0,0,68,4,6.80,2,,v Ireland,Dublin (Malahide),15 Jul 2022,
UT Yadav (IND),10.0,0,71,4,7.10,1,,v Australia,Bengaluru,28 Sep 2017,
Mahedi Hasan (BAN),8.0,0,71,4,8.87,1,,v England,Dharamsala,10 Oct 2023,
Hasan Ali (PAK),10.0,0,71,4,7.10,1,,v Sri Lanka,Hyderabad,10 Oct 2023,
UT Yadav (IND),9.0,0,72,4,8.00,1,,v Australia,Sydney,26 Mar 2015,
KT Maphaka (SA),9.5,1,72,4,7.32,1,,v Pakistan,Cape Town,19 Dec 2024,
Dawlat Zadran (AFG),10.0,0,73,4,7.30,1,,v Bangladesh,Mirpur,25 Sep 2016,
TK Curran (ENG),10.0,0,75,4,7.50,1,,v Pakistan,Nottingham,17 May 2019,
I Sharma (IND),10.0,0,77,4,7.70,1,,v Australia,Canberra,20 Jan 2016,
Haris Rauf (PAK),10.0,0,77,4,7.70,1,,v West Indies,Multan,8 Jun 2022,
Haris Rauf (PAK),10.0,0,78,4,7.80,1,,v New Zealand,Rawalpindi,29 Apr 2023,
Shaheen Shah Afridi (PAK),10.0,0,82,4,8.20,1,,v England,Leeds,19 May 2019,
OP Stone (ENG),10.0,0,85,4,8.50,1,,v Australia,Melbourne,22 Nov 2022,
HH Pandya (IND),2.2,0,3,3,1.28,1,,v Sri Lanka,Colombo (RPS),17 Sep 2023,
D Pretorius (SA),5.2,1,5,3,0.93,2,,v New Zealand,Wellington,25 Feb 2017,
B Kumar (IND),6.1,2,9,3,1.45,2,,v Australia,Eden Gardens,21 Sep 2017,
AM Ghazanfar (AFG),3.5,2,9,3,2.34,2,,v Zimbabwe,Harare,19 Dec 2024,
JR Hazlewood (AUS),6.0,1,11,3,1.83,2,,v West Indies,Bridgetown,20 Jul 2021,
NM Coulter-Nile (AUS),4.4,0,13,3,2.78,2,,v Ireland,Belfast,27 Aug 2015,
K Rabada (SA),7.0,1,13,3,1.85,2,,v Australia,Providence,7 Jun 2016,
Mosaddek Hossain (BAN),3.0,0,13,3,4.33,1,,v New Zealand,Cardiff,9 Jun 2017,
Rashid Khan (AFG),5.1,1,13,3,2.51,2,,v Zimbabwe,Sharjah,19 Feb 2018,
KK Ahmed (IND),5.0,0,13,3,2.60,2,,v West Indies,Brabourne,29 Oct 2018,
CH Morris (SA),6.1,2,13,3,2.10,1,,v Afghanistan,Cardiff,15 Jun 2019,
Naveed Zadran (AFG),3.0,1,13,3,4.33,2,,v Zimbabwe,Harare,19 Dec 2024,
Hasan Ali (PAK),5.4,0,14,3,2.47,2,,v West Indies,Sharjah,30 Sep 2016,
Mohammad Nabi (AFG),3.5,0,14,3,3.65,2,,v Zimbabwe,Harare,26 Feb 2017,
Mujeeb Ur Rahman (AFG),10.0,3,14,3,1.40,1,,v Ireland,Dehradun,28 Feb 2019,
MJ Henry (NZ),10.0,2,14,3,1.40,1,,v Sri Lanka,Hamilton,31 Mar 2023,
Tanzim Hasan Sakib (BAN),7.0,2,14,3,2.00,1,,v New Zealand,Napier,23 Dec 2023,
Mohammad Nabi (AFG),5.0,0,15,3,3.00,2,,v Zimbabwe,Sharjah,25 Dec 2015,
MJ Santner (NZ),5.0,0,15,3,3.00,2,,v West Indies,Christchurch,26 Dec 2017,
B Kumar (IND),7.0,1,15,3,2.14,1,,v Pakistan,Dubai (DICS),19 Sep 2018,
A Zampa (AUS),5.3,0,16,3,2.90,1,,v West Indies,Providence,5 Jun 2016,
CR Woakes (ENG),8.0,1,16,3,2.00,2,,v West Indies,Bridgetown,9 Mar 2017,
Mohammad Amir (PAK),6.0,2,16,3,2.66,2,,v India,The Oval,18 Jun 2017,
MP Stoinis (AUS),4.2,1,16,3,3.69,2,,v South Africa,Perth,4 Nov 2018,
Mustafizur Rahman (BAN),6.0,1,16,3,2.66,2,,v Sri Lanka,Mirpur,25 May 2021,
Haris Rauf (PAK),7.1,0,16,3,2.23,1,,v Netherlands,Rotterdam,18 Aug 2022,
LS Livingstone (ENG),5.0,0,16,3,3.20,2,,v New Zealand,The Oval,13 Sep 2023,
Mohammed Siraj (IND),7.0,2,16,3,2.28,2,,v Sri Lanka,Wankhede,2 Nov 2023,
LH Ferguson (NZ),4.0,0,17,3,4.25,2,,v West Indies,Christchurch,23 Dec 2017,
TK Curran (ENG),4.0,0,17,3,4.25,1,,v Sri Lanka,Pallekele,17 Oct 2018,
Mohammed Shami (IND),6.0,2,17,3,2.83,1,,v Australia,Wankhede,17 Mar 2023,
CJ Anderson (NZ),5.0,1,18,3,3.60,1,,v Scotland,Dunedin,17 Feb 2015,
M Morkel (SA),7.0,1,18,3,2.57,2,,v Pakistan,Birmingham,7 Jun 2017,
TA Boult (NZ),5.0,0,18,3,3.60,2,,v West Indies,Christchurch,26 Dec 2017,
Rashid Khan (AFG),8.0,2,18,3,2.25,1,,v Ireland,Belfast,31 Aug 2018,
MA Wood (ENG),6.4,0,18,3,2.70,1,,v West Indies,Southampton,14 Jun 2019,
TA Boult (NZ),6.0,1,18,3,3.00,2,,v West Indies,Bridgetown,19 Aug 2022,
Mohammed Shami (IND),6.0,1,18,3,3.00,1,,v New Zealand,Raipur,21 Jan 2023,
Soumya Sarkar (BAN),6.0,1,18,3,3.00,1,,v New Zealand,Napier,23 Dec 2023,
D Pretorius (SA),7.0,2,19,3,2.71,1,,v Sri Lanka,Johannesburg,4 Feb 2017,
Hasan Ali (PAK),6.3,1,19,3,2.92,2,,v India,The Oval,18 Jun 2017,
Usman Shinwari (PAK),7.3,1,19,3,2.53,1,,v Hong Kong,Dubai (DICS),16 Sep 2018,
L Ngidi (SA),8.1,1,19,3,2.32,1,,v Zimbabwe,Kimberley,30 Sep 2018,
Mohammed Shami (IND),6.0,2,19,3,3.16,1,,v New Zealand,Napier,23 Jan 2019,
Nasum Ahmed (BAN),10.0,4,19,3,1.90,1,,v West Indies,Providence,13 Jul 2022,
LH Ferguson (NZ),7.0,1,19,3,2.71,2,,v Afghanistan,Chennai,18 Oct 2023,
Mashrafe Mortaza (BAN),9.0,2,20,3,2.22,2,,v Afghanistan,Canberra,18 Feb 2015,
Mirwais Ashraf (AFG),8.0,2,20,3,2.50,1,,v Zimbabwe,Sharjah,2 Jan 2016,
Amir Hamza (AFG),4.0,0,20,3,5.00,2,,v Zimbabwe,Harare,26 Feb 2017,
Kuldeep Yadav (IND),6.0,0,20,3,3.33,1,,v South Africa,Centurion,4 Feb 2018,
CR Woakes (ENG),8.0,0,20,3,2.50,1,,v Australia,Birmingham,11 Jul 2019,
AM Ghazanfar (AFG),10.0,2,20,3,2.00,1,,v South Africa,Sharjah,18 Sep 2024,
JW Hastings (AUS),10.0,2,21,3,2.10,1,,v England,Manchester,13 Sep 2015,
MG Bracewell (NZ),5.0,0,21,3,4.20,2,,v Netherlands,Hamilton,2 Apr 2022,
A Zampa (AUS),3.5,0,21,3,5.47,1,,v Zimbabwe,Townsville,31 Aug 2022,
A Zampa (AUS),10.0,0,21,3,2.10,2,,v England,Ahmedabad,4 Nov 2023,
KS Williamson (NZ),5.0,0,22,3,4.40,2,,v Bangladesh,Nelson,29 Dec 2016,
TG Southee (NZ),6.1,0,22,3,3.56,2,,v Pakistan,Wellington,6 Jan 2018,
LH Ferguson (NZ),6.2,0,22,3,3.47,1,,v Sri Lanka,Cardiff,1 Jun 2019,
Mohammad Saifuddin (BAN),7.0,0,22,3,3.14,2,,v Zimbabwe,Sylhet,1 Mar 2020,
Fazalhaq Farooqi (AFG),7.2,1,22,3,3.00,2,,v Bangladesh,Chattogram,8 Jul 2023,
WG Jacks (ENG),7.0,1,22,3,3.14,2,,v West Indies,Bridgetown,9 Dec 2023,
Shoriful Islam (BAN),7.0,0,22,3,3.14,1,,v New Zealand,Napier,23 Dec 2023,
Umar Gul (PAK),5.0,0,23,3,4.60,2,,v Ireland,Dublin (Malahide),18 Aug 2016,
LE Plunkett (ENG),8.0,0,23,3,2.87,2,,v Ireland,Lord's,7 May 2017,
KM Jadhav (IND),9.0,1,23,3,2.55,1,,v Pakistan,Dubai (DICS),19 Sep 2018,
PJ Cummins (AUS),8.0,1,23,3,2.87,2,,v Pakistan,Abu Dhabi,27 Mar 2019,
BA Stokes (ENG),6.0,1,23,3,3.83,2,,v Bangladesh,Cardiff,8 Jun 2019,
SA Abbott (AUS),6.0,0,23,3,3.83,1,,v India,Visakhapatnam,19 Mar 2023,
Shaheen Shah Afridi (PAK),9.0,1,23,3,2.55,1,,v Bangladesh,Eden Gardens,31 Oct 2023,
DL Vettori (NZ),8.2,1,24,3,2.88,1,,v Scotland,Dunedin,17 Feb 2015,
Mosharraf Hossain (BAN),8.0,1,24,3,3.00,2,,v Afghanistan,Mirpur,1 Oct 2016,
Hasan Ali (PAK),8.0,1,24,3,3.00,1,,v South Africa,Birmingham,7 Jun 2017,
AR Patel (IND),7.3,2,24,3,3.20,1,,v Zimbabwe,Harare,18 Aug 2022,
MA Starc (AUS),8.0,1,24,3,3.00,1,,v Zimbabwe,Townsville,31 Aug 2022,
Fazalhaq Farooqi (AFG),8.4,1,24,3,2.76,1,,v Bangladesh,Chattogram,5 Jul 2023,
Faisal Akram (PAK),8.0,0,24,3,3.00,1,,v Zimbabwe,Bulawayo,24 Nov 2024,
DJ Willey (ENG),8.0,0,25,3,3.12,2,,v Pakistan,Abu Dhabi,13 Nov 2015,
YS Chahal (IND),6.0,2,25,3,4.16,1,,v Zimbabwe,Harare,13 Jun 2016,
Rashid Khan (AFG),7.1,0,25,3,3.48,2,,v Zimbabwe,Harare,19 Feb 2017,
K Rabada (SA),7.1,1,25,3,3.48,1,,v New Zealand,Auckland,4 Mar 2017,
KA Maharaj (SA),6.1,0,25,3,4.05,1,,v England,Lord's,29 May 2017,
D Pretorius (SA),10.0,2,25,3,2.50,1,,v Sri Lanka,Chester-le-Street,28 Jun 2019,
PJ Cummins (AUS),8.0,2,25,3,3.12,2,,v New Zealand,Sydney,13 Mar 2020,
DJ Mitchell (NZ),7.0,0,25,3,3.57,1,,v India,Christchurch,30 Nov 2022,
T Shamsi (SA),10.0,1,25,3,2.50,1,,v Netherlands,Benoni,31 Mar 2023,
Mehidy Hasan Miraz (BAN),9.0,3,25,3,2.77,1,,v Afghanistan,Dharamsala,7 Oct 2023,
ST Finn (ENG),9.0,3,26,3,2.88,2,,v Scotland,Christchurch,23 Feb 2015,
Nasir Hossain (BAN),8.0,0,26,3,3.25,1,,v South Africa,Mirpur,12 Jul 2015,
RJW Topley (ENG),9.0,1,26,3,2.88,2,,v Pakistan,Abu Dhabi,11 Nov 2015,
Mohammad Nabi (AFG),5.0,0,26,3,5.20,2,,v Scotland,Edinburgh,6 Jul 2016,
Imran Tahir (SA),10.0,0,26,3,2.60,1,,v Sri Lanka,Gqeberha,28 Jan 2017,
Rashid Khan (AFG),10.0,1,26,3,2.60,2,,v West Indies,Gros Islet,11 Jun 2017,
Mujeeb Ur Rahman (AFG),10.0,1,26,3,2.60,1,,v Hong Kong,Bulawayo,8 Mar 2018,
CR Woakes (ENG),5.0,0,26,3,5.20,2,,v Sri Lanka,Dambulla,13 Oct 2018,
C de Grandhomme (NZ),10.0,2,26,3,2.60,1,,v India,Hamilton,31 Jan 2019,
Imran Tahir (SA),10.0,1,26,3,2.60,1,,v Sri Lanka,Johannesburg,3 Mar 2019,
Mohammad Amir (PAK),6.0,0,26,3,4.33,2,,v West Indies,Nottingham,31 May 2019,
JR Hazlewood (AUS),10.0,3,26,3,2.60,2,,v England,Manchester,11 Sep 2020,
MA Starc (AUS),10.0,1,26,3,2.60,2,,v West Indies,Bridgetown,22 Jul 2021,
Taskin Ahmed (BAN),10.0,1,26,3,2.60,1,,v Ireland,Sylhet,23 Mar 2023,
Shaheen Shah Afridi (PAK),8.0,1,26,3,3.25,1,,v Australia,Adelaide,8 Nov 2024,
Agha Salman (PAK),7.0,0,26,3,3.71,1,,v Zimbabwe,Bulawayo,26 Nov 2024,
RA Jadeja (IND),9.0,1,26,3,2.88,1,,v England,Nagpur,6 Feb 2025,
LE Plunkett (ENG),8.0,2,27,3,3.37,2,,v West Indies,Bridgetown,9 Mar 2017,
JC Archer (ENG),7.0,1,27,3,3.85,2,,v South Africa,The Oval,30 May 2019,
M Prasidh Krishna (IND),8.1,1,27,3,3.30,2,,v West Indies,Ahmedabad,11 Feb 2022,
DL Chahar (IND),7.0,0,27,3,3.85,1,,v Zimbabwe,Harare,18 Aug 2022,
RJW Topley (ENG),7.0,0,27,3,3.85,2,,v New Zealand,Southampton,10 Sep 2023,
Mustafizur Rahman (BAN),7.0,1,27,3,3.85,1,,v New Zealand,Mirpur,21 Sep 2023,
Mohammad Amir (PAK),8.1,0,28,3,3.42,1,,v New Zealand,Wellington,25 Jan 2016,
Rashid Khan (AFG),10.0,0,28,3,2.80,2,,v Ireland,Belfast,12 Jul 2016,
R Ashwin (IND),10.0,1,28,3,2.80,2,,v West Indies,North Sound,30 Jun 2017,
Rashid Khan (AFG),6.4,0,28,3,4.20,2,,v Ireland,Sharjah,5 Dec 2017,
MM Ali (ENG),5.0,0,28,3,5.60,2,,v Australia,Nottingham,19 Jun 2018,
Aftab Alam (AFG),7.5,0,28,3,3.57,1,,v Ireland,Belfast,19 May 2019,
Shaheen Shah Afridi (PAK),10.0,3,28,3,2.80,1,,v New Zealand,Birmingham,26 Jun 2019,
Hasan Mahmud (BAN),6.0,1,28,3,4.66,1,,v West Indies,Mirpur,20 Jan 2021,
Mehidy Hasan Miraz (BAN),10.0,0,28,3,2.80,2,,v Sri Lanka,Mirpur,25 May 2021,
RA Jadeja (IND),10.0,2,28,3,2.80,1,,v Australia,Chennai,8 Oct 2023,
Mohammad Nabi (AFG),9.3,1,28,3,2.94,1,,v Netherlands,Lucknow,3 Nov 2023,
Nangeyalia Kharote (AFG),8.0,0,28,3,3.50,1,,v Bangladesh,Sharjah,9 Nov 2024,
Nasum Ahmed (BAN),8.3,1,28,3,3.29,2,,v Afghanistan,Sharjah,9 Nov 2024,
Dawlat Zadran (AFG),10.0,1,29,3,2.90,1,,v Scotland,Dunedin,26 Feb 2015,
JP Duminy (SA),9.0,1,29,3,3.22,1,,v Sri Lanka,Sydney,18 Mar 2015,
KM Jadhav (IND),5.0,0,29,3,5.80,1,,v New Zealand,Mohali,23 Oct 2016,
Rashid Khan (AFG),5.4,0,29,3,5.11,1,,v Zimbabwe,Harare,21 Feb 2017,
DW Steyn (SA),9.3,1,29,3,3.05,1,,v Zimbabwe,Paarl,6 Oct 2018,
MJ Henry (NZ),7.0,0,29,3,4.14,1,,v Sri Lanka,Cardiff,1 Jun 2019,
JC Archer (ENG),8.5,2,29,3,3.28,2,,v Bangladesh,Cardiff,8 Jun 2019,
MR Marsh (AUS),7.0,0,29,3,4.14,2,,v New Zealand,Sydney,13 Mar 2020,
Mohammed Siraj (IND),9.0,1,29,3,3.22,2,,v West Indies,Ahmedabad,11 Feb 2022,
AU Rashid (ENG),6.0,1,29,3,4.83,2,,v South Africa,Manchester,22 Jul 2022,
Mohammed Siraj (IND),5.4,1,29,3,5.11,1,,v Australia,Wankhede,17 Mar 2023,
DW Steyn (SA),10.0,3,30,3,3.00,1,,v Pakistan,Auckland,7 Mar 2015,
MG Johnson (AUS),9.0,0,30,3,3.33,1,,v New Zealand,Melbourne,29 Mar 2015,
