,player,runs,mins,bf,4s,6s,sr,inns_batting,overs,mdns,runs_given,wkts,econ,inns_bowling,dis,ct,st,ct_wk,ct_fi,opposition,ground,start_date,country,runs_clean,Credits,Player Type,Player Name,Team,Bowling Style,fantasy_points,preferred_style,opponent_tier
2497,AAP Atkinson,,0,0,0,0,0.0,1,7.0,0,47,0,6.71,2,0.0,0,0,0,0,v New Zealand,Cardiff,2023-09-08,ENG,,7.0,BOWL,Gus Atkinson,ENG,Pace,4.0,,2
2498,R Ravindra,,0,0,0,0,0.0,2,10.0,0,48,3,4.8,1,0.0,0,0,0,0,v England,Cardiff,2023-09-08,NZ,,8.0,BAT,Rachin Ravindra,NZ,,79.0,,1
2499,MJ Henry,,0,0,0,0,0.0,2,10.0,0,45,0,4.5,1,0.0,0,0,0,0,v England,Cardiff,2023-09-08,NZ,,8.5,BOWL,Matt Henry,NZ,Pace,4.0,,1
2502,DJ Mitchell,,94,91,7,7,129.67,2,DNB,0,0,0,0.0,1,2.0,2,0,0,2,v England,Cardiff,2023-09-08,NZ,118.0,8.5,BAT,Daryl Mitchell,NZ,,252.0,,1
2503,HC Brook,25.0,69,41,2,0,60.97,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Cardiff,2023-09-08,ENG,25.0,7.0,BAT,Harry Brook,ENG,,41.0,,2
2504,JC Buttler,72.0,112,68,5,2,105.88,1,DNB,0,0,0,0.0,2,1.0,1,0,1,0,v New Zealand,Cardiff,2023-09-08,ENG,72.0,8.5,WK,Jos Buttler,ENG,,130.0,,2
2506,TWM Latham,,0,0,0,0,0.0,2,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v England,Cardiff,2023-09-08,NZ,,7.5,WK,Tom Latham,NZ,,12.0,,1
2507,JE Root,6.0,25,15,0,0,40.0,1,4.0,0,25,0,6.25,2,0.0,0,0,0,0,v New Zealand,Cardiff,2023-09-08,ENG,6.0,8.0,ALL,Joe Root,ENG,Spin,10.0,,2
2510,M Labuschagne,,123,93,8,0,86.02,2,sub,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Bloemfontein,2023-09-07,AUS,80.0,7.5,BAT,Marnus Labuschagne,AUS,,140.0,,2
2512,JP Inglis,1.0,11,5,0,0,20.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Bloemfontein,2023-09-07,AUS,1.0,7.5,WK,Josh Inglis,AUS,,5.0,,2
2514,A Zampa,,0,0,0,0,0.0,2,10.0,1,42,1,4.2,1,0.0,0,0,0,0,v South Africa,Bloemfontein,2023-09-07,AUS,,9.0,BOWL,Adam Zampa,AUS,Spin,37.0,,2
2515,TM Head,33.0,45,28,6,1,117.85,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Bloemfontein,2023-09-07,AUS,33.0,9.0,BAT,Travis Head,AUS,,73.0,,2
2516,K Rabada,1.0,5,7,0,0,14.28,1,9.0,1,48,2,5.33,2,1.0,1,0,0,1,v Australia,Bloemfontein,2023-09-07,SA,1.0,9.0,BOWL,Kagiso Rabada,SA,Pace,69.0,,1
2518,L Ngidi,0.0,28,10,0,0,0.0,1,8.0,0,42,1,5.25,2,0.0,0,0,0,0,v Australia,Bloemfontein,2023-09-07,SA,0.0,7.0,BOWL,Lungi Ngidi,SA,Pace,29.0,,1
2519,DA Miller,0.0,3,2,0,0,0.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Bloemfontein,2023-09-07,SA,0.0,7.5,BAT,David Miller,SA,,1.0,,1
2521,KA Maharaj,2.0,9,6,0,0,33.33,1,9.0,0,38,1,4.22,2,0.0,0,0,0,0,v Australia,Bloemfontein,2023-09-07,SA,2.0,8.0,BOWL,Keshav Maharaj,SA,Spin,33.0,,1
2522,SA Abbott,9.0,13,11,2,0,81.81,2,9.0,0,40,1,4.44,1,0.0,0,0,0,0,v South Africa,Bloemfontein,2023-09-07,AUS,9.0,7.5,BOWL,Sean Abbott,AUS,Pace,48.0,,2
2523,T Bavuma,,214,142,14,1,80.28,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Bloemfontein,2023-09-07,SA,114.0,8.0,BAT,Temba Bavuma,SA,,220.0,,1
2524,AT Carey,3.0,16,9,0,0,33.33,2,DNB,0,0,0,0.0,1,4.0,4,0,4,0,v South Africa,Bloemfontein,2023-09-07,AUS,3.0,7.0,WK,Alex Carey,AUS,,43.0,,2
2527,HE van der Dussen,8.0,16,16,1,0,50.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Bloemfontein,2023-09-07,SA,8.0,8.0,BAT,Rassie van der-Dussen,SA,,16.0,,1
2528,M Jansen,32.0,45,40,3,1,80.0,1,6.0,0,44,1,7.33,2,0.0,0,0,0,0,v Australia,Bloemfontein,2023-09-07,SA,32.0,8.5,ALL,Marco Jansen,SA,Pace,81.0,,1
2529,AK Markram,19.0,23,14,3,0,135.71,1,1.2,0,9,0,6.75,2,0.0,0,0,0,0,v Australia,Bloemfontein,2023-09-07,SA,19.0,8.0,ALL,Aiden Markram,SA,Spin,35.0,,1
2532,H Klaasen,14.0,27,19,2,0,73.68,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v Australia,Bloemfontein,2023-09-07,SA,14.0,9.0,WK,Heinrich Klaasen,SA,,34.0,,1
2535,Fakhar Zaman,20.0,43,31,3,0,64.51,2,DNB,0,0,0,0.0,1,2.0,2,0,0,2,v Bangladesh,Lahore,2023-09-06,PAK,20.0,8.0,BAT,Fakhar Zaman,PAK,,52.0,BAT,3
2536,Agha Salman,,21,21,1,0,57.14,2,1.0,0,11,0,11.0,1,0.0,0,0,0,0,v Bangladesh,Lahore,2023-09-06,PAK,12.0,8.0,ALL,Agha Salman,PAK,Spin,20.0,BAT,3
2538,Mehidy Hasan Miraz,0.0,6,1,0,0,0.0,1,10.0,0,51,1,5.1,2,0.0,0,0,0,0,v Pakistan,Lahore,2023-09-06,BAN,0.0,8.5,ALL,Mehidy Hasan Miraz,BAN,Spin,26.0,BAT,2
2540,Mohammad Rizwan,,93,79,7,1,79.74,2,DNB,0,0,0,0.0,1,3.0,3,0,3,0,v Bangladesh,Lahore,2023-09-06,PAK,63.0,8.5,WK,Mohammad Rizwan,PAK,,141.0,BAT,3
2541,Towhid Hridoy,2.0,7,9,0,0,22.22,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Lahore,2023-09-06,BAN,2.0,7.5,BAT,Tawhid Hridoy,BAN,,6.0,BAT,2
2544,Shaheen Shah Afridi,,0,0,0,0,0.0,2,7.0,1,42,1,6.0,1,0.0,0,0,0,0,v Bangladesh,Lahore,2023-09-06,PAK,,9.0,BOWL,Shaheen Afridi,PAK,Pace,35.0,BAT,3
2545,Taskin Ahmed,0.0,1,1,0,0,0.0,1,8.0,1,32,1,4.0,2,0.0,0,0,0,0,v Pakistan,Lahore,2023-09-06,BAN,0.0,8.5,BOWL,Taskin Ahmed,BAN,Pace,37.0,BAT,2
2546,Babar Azam,17.0,33,22,1,0,77.27,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Bangladesh,Lahore,2023-09-06,PAK,17.0,8.5,BAT,Babar Azam,PAK,,25.0,BAT,3
2549,Haris Rauf,,0,0,0,0,0.0,2,6.0,0,19,4,3.16,1,1.0,1,0,0,1,v Bangladesh,Lahore,2023-09-06,PAK,,8.0,BOWL,Haris Rauf,PAK,Pace,120.0,BAT,3
2550,Mushfiqur Rahim,64.0,114,87,5,0,73.56,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Lahore,2023-09-06,BAN,64.0,8.0,WK,Mushfiqur Rahim,BAN,,100.0,BAT,2
2553,Faheem Ashraf,,0,0,0,0,0.0,2,7.0,0,27,1,3.85,1,1.0,1,0,0,1,v Bangladesh,Lahore,2023-09-06,PAK,,6.5,ALL,Faheem Ashraf,PAK,Pace,39.0,BAT,3
2554,Naseem Shah,,0,0,0,0,0.0,2,5.4,0,34,3,6.0,1,0.0,0,0,0,0,v Bangladesh,Lahore,2023-09-06,PAK,,7.5,BOWL,Naseem Shah,PAK,Pace,79.0,BAT,3
2555,Ibrahim Zadran,7.0,27,14,1,0,50.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Lahore,2023-09-05,AFG,7.0,8.0,BAT,Ibrahim Zadran,AFG,,15.0,BAT,2
2558,Rashid Khan,,34,16,4,1,168.75,2,10.0,0,63,2,6.3,1,1.0,1,0,0,1,v Sri Lanka,Lahore,2023-09-05,AFG,27.0,9.0,BOWL,Rashid-Khan,AFG,Spin,115.0,BAT,2
2559,Gulbadin Naib,22.0,30,16,4,0,137.5,2,10.0,0,60,4,6.0,1,0.0,0,0,0,0,v Sri Lanka,Lahore,2023-09-05,AFG,22.0,7.0,ALL,Gulbadin Naib,AFG,Pace,146.0,BAT,2
2560,Rahmat Shah,45.0,64,40,5,1,112.5,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Lahore,2023-09-05,AFG,45.0,7.5,BAT,Rahmat Shah,AFG,,81.0,BAT,2
2561,Fazalhaq Farooqi,0.0,1,3,0,0,0.0,2,7.0,1,52,0,7.42,1,0.0,0,0,0,0,v Sri Lanka,Lahore,2023-09-05,AFG,0.0,8.0,BOWL,FazalHaq Farooqi,AFG,Pace,8.0,BAT,2
2562,Mohammad Nabi,65.0,40,32,6,5,203.12,2,10.0,0,35,0,3.5,1,1.0,1,0,0,1,v Sri Lanka,Lahore,2023-09-05,AFG,65.0,8.0,ALL,Mohammad Nabi,AFG,Spin,151.0,BAT,2
2563,Hashmatullah Shahidi,59.0,120,66,3,1,89.39,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Lahore,2023-09-05,AFG,59.0,7.5,BAT,Hashmatullah Shahidi,AFG,,93.0,BAT,2
2564,Rahmanullah Gurbaz,4.0,11,8,1,0,50.0,2,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v Sri Lanka,Lahore,2023-09-05,AFG,4.0,8.5,WK,Rahmanullah Gurbaz,AFG,,20.0,BAT,2
2567,Kuldeep Yadav,,0,0,0,0,0.0,2,10.0,2,34,0,3.4,1,0.0,0,0,0,0,v Nepal,Pallekele,2023-09-04,IND,,8.0,BOWL,Kuldeep Yadav,IND,Spin,20.0,,4
2568,SS Iyer,,0,0,0,0,0.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Nepal,Pallekele,2023-09-04,IND,,8.0,BAT,Shreyas Iyer,IND,,4.0,,4
2569,V Kohli,,0,0,0,0,0.0,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Nepal,Pallekele,2023-09-04,IND,,9.0,BAT,Virat Kohli,IND,,12.0,,4
2570,RA Jadeja,,0,0,0,0,0.0,2,10.0,0,40,3,4.0,1,0.0,0,0,0,0,v Nepal,Pallekele,2023-09-04,IND,,8.0,ALL,Ravindra Jadeja,IND,Spin,81.0,,4
2571,HH Pandya,,0,0,0,0,0.0,2,8.0,3,34,1,4.25,1,0.0,0,0,0,0,v Nepal,Pallekele,2023-09-04,IND,,8.5,ALL,Hardik Pandya,IND,Pace,49.0,,4
2572,Mohammed Shami,,0,0,0,0,0.0,2,7.0,0,29,1,4.14,1,0.0,0,0,0,0,v Nepal,Pallekele,2023-09-04,IND,,8.5,BOWL,Mohammed Shami,IND,Pace,31.0,,4
2573,Shubman Gill,,87,62,8,1,108.06,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Nepal,Pallekele,2023-09-04,IND,67.0,8.5,BAT,Shubman Gill,IND,,123.0,,4
2574,RG Sharma,,87,59,6,5,125.42,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Nepal,Pallekele,2023-09-04,IND,74.0,9.0,BAT,Rohit Sharma,IND,,156.0,,4
2580,Rahmat Shah,33.0,66,57,5,0,57.89,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Bangladesh,Lahore,2023-09-03,AFG,33.0,7.5,BAT,Rahmat Shah,AFG,,61.0,BAT,3
2581,Najmul Hossain Shanto,104.0,142,105,9,2,99.04,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Afghanistan,Lahore,2023-09-03,BAN,104.0,8.0,BAT,Najmul Hossain Shanto,BAN,,196.0,BAT,3
2582,Towhid Hridoy,0.0,3,2,0,0,0.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Afghanistan,Lahore,2023-09-03,BAN,0.0,7.5,BAT,Tawhid Hridoy,BAN,,1.0,BAT,3
2584,Rahmanullah Gurbaz,1.0,10,7,0,0,14.28,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Bangladesh,Lahore,2023-09-03,AFG,1.0,8.5,WK,Rahmanullah Gurbaz,AFG,,5.0,BAT,3
2585,Gulbadin Naib,15.0,11,13,1,1,115.38,2,8.0,0,58,1,7.25,1,0.0,0,0,0,0,v Bangladesh,Lahore,2023-09-03,AFG,15.0,7.0,ALL,Gulbadin Naib,AFG,Pace,52.0,BAT,3
2586,Rashid Khan,24.0,22,15,3,1,160.0,2,10.0,1,66,0,6.6,1,0.0,0,0,0,0,v Bangladesh,Lahore,2023-09-03,AFG,24.0,9.0,BOWL,Rashid-Khan,AFG,Spin,52.0,BAT,3
2588,Ibrahim Zadran,75.0,118,74,10,1,101.35,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Bangladesh,Lahore,2023-09-03,AFG,75.0,8.0,BAT,Ibrahim Zadran,AFG,,159.0,BAT,3
2589,Mehidy Hasan Miraz,,178,119,7,3,94.11,1,8.0,0,41,1,5.12,2,0.0,0,0,0,0,v Afghanistan,Lahore,2023-09-03,BAN,112.0,8.5,ALL,Mehidy Hasan Miraz,BAN,Spin,227.0,BAT,3
2590,Hashmatullah Shahidi,51.0,82,60,6,0,85.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Bangladesh,Lahore,2023-09-03,AFG,51.0,7.5,BAT,Hashmatullah Shahidi,AFG,,91.0,BAT,3
2591,Mushfiqur Rahim,25.0,17,15,1,1,166.66,1,DNB,0,0,0,0.0,2,1.0,1,0,1,0,v Afghanistan,Lahore,2023-09-03,BAN,25.0,8.0,WK,Mushfiqur Rahim,BAN,,51.0,BAT,3
2593,Taskin Ahmed,,0,0,0,0,0.0,1,8.3,0,44,4,5.17,2,0.0,0,0,0,0,v Afghanistan,Lahore,2023-09-03,BAN,,8.5,BOWL,Taskin Ahmed,BAN,Pace,108.0,BAT,3
2594,Fazalhaq Farooqi,,1,1,0,0,100.0,2,6.0,1,53,0,8.83,1,0.0,0,0,0,0,v Bangladesh,Lahore,2023-09-03,AFG,1.0,8.0,BOWL,FazalHaq Farooqi,AFG,Pace,7.0,BAT,3
2597,Mohammad Nabi,3.0,21,6,0,0,50.0,2,10.0,0,50,0,5.0,1,0.0,0,0,0,0,v Bangladesh,Lahore,2023-09-03,AFG,3.0,8.0,ALL,Mohammad Nabi,AFG,Spin,7.0,BAT,3
2602,V Kohli,4.0,8,7,1,0,57.14,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Pakistan,Pallekele,2023-09-02,IND,4.0,9.0,BAT,Virat Kohli,IND,,12.0,,2
2605,Shubman Gill,10.0,75,32,1,0,31.25,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Pakistan,Pallekele,2023-09-02,IND,10.0,8.5,BAT,Shubman Gill,IND,,14.0,,2
2606,RA Jadeja,14.0,30,22,1,0,63.63,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Pakistan,Pallekele,2023-09-02,IND,14.0,8.0,ALL,Ravindra Jadeja,IND,Spin,22.0,,2
2607,Kuldeep Yadav,4.0,21,13,0,0,30.76,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Pakistan,Pallekele,2023-09-02,IND,4.0,8.0,BOWL,Kuldeep Yadav,IND,Spin,8.0,,2
2608,HH Pandya,87.0,122,90,7,1,96.66,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Pakistan,Pallekele,2023-09-02,IND,87.0,8.5,ALL,Hardik Pandya,IND,Pace,149.0,,2
2609,Naseem Shah,,0,0,0,0,0.0,-,8.5,0,36,3,4.07,1,0.0,0,0,0,0,v India,Pallekele,2023-09-02,PAK,,7.5,BOWL,Naseem Shah,PAK,Pace,81.0,,1
2611,Babar Azam,,0,0,0,0,0.0,-,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v India,Pallekele,2023-09-02,PAK,,8.5,BAT,Babar Azam,PAK,,12.0,,1
2612,Agha Salman,,0,0,0,0,0.0,-,4.0,0,21,0,5.25,1,2.0,2,0,0,2,v India,Pallekele,2023-09-02,PAK,,8.0,ALL,Agha Salman,PAK,Spin,20.0,,1
2613,Mohammad Rizwan,,0,0,0,0,0.0,-,DNB,0,0,0,0.0,1,2.0,2,0,2,0,v India,Pallekele,2023-09-02,PAK,,8.5,WK,Mohammad Rizwan,PAK,,20.0,,1
2614,RG Sharma,11.0,25,22,2,0,50.0,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Pakistan,Pallekele,2023-09-02,IND,11.0,9.0,BAT,Rohit Sharma,IND,,21.0,,2
2615,SS Iyer,14.0,18,9,2,0,155.55,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Pakistan,Pallekele,2023-09-02,IND,14.0,8.0,BAT,Shreyas Iyer,IND,,26.0,,2
2616,Shaheen Shah Afridi,,0,0,0,0,0.0,-,10.0,2,35,4,3.5,1,0.0,0,0,0,0,v India,Pallekele,2023-09-02,PAK,,9.0,BOWL,Shaheen Afridi,PAK,Pace,122.0,,1
2617,Haris Rauf,,0,0,0,0,0.0,-,9.0,0,58,3,6.44,1,0.0,0,0,0,0,v India,Pallekele,2023-09-02,PAK,,8.0,BOWL,Haris Rauf,PAK,Pace,79.0,,1
2619,Fakhar Zaman,,0,0,0,0,0.0,-,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v India,Pallekele,2023-09-02,PAK,,8.0,BAT,Fakhar Zaman,PAK,,12.0,,1
2621,Mustafizur Rahman,0.0,2,2,0,0,0.0,1,3.0,0,12,0,4.0,2,0.0,0,0,0,0,v Sri Lanka,Pallekele,2023-08-31,BAN,0.0,8.0,BOWL,Mustafizur Rahman,BAN,Pace,4.0,,2
2622,Tanzid Hasan,0.0,6,2,0,0,0.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Sri Lanka,Pallekele,2023-08-31,BAN,0.0,7.0,BAT,Tanzid Hasan,BAN,,1.0,,2
2623,Towhid Hridoy,20.0,48,41,0,0,48.78,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Sri Lanka,Pallekele,2023-08-31,BAN,20.0,7.5,BAT,Tawhid Hridoy,BAN,,22.0,,2
2626,Najmul Hossain Shanto,89.0,181,122,7,0,72.95,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Sri Lanka,Pallekele,2023-08-31,BAN,89.0,8.0,BAT,Najmul Hossain Shanto,BAN,,145.0,,2
2627,Mushfiqur Rahim,13.0,41,22,1,0,59.09,1,DNB,0,0,0,0.0,2,2.0,1,1,1,0,v Sri Lanka,Pallekele,2023-08-31,BAN,13.0,8.0,WK,Mushfiqur Rahim,BAN,,41.0,,2
2629,Mehidy Hasan Miraz,5.0,16,11,0,0,45.45,1,5.0,0,26,0,5.2,2,0.0,0,0,0,0,v Sri Lanka,Pallekele,2023-08-31,BAN,5.0,8.5,ALL,Mehidy Hasan Miraz,BAN,Spin,9.0,,2
2630,Taskin Ahmed,0.0,7,2,0,0,0.0,1,7.0,1,34,1,4.85,2,0.0,0,0,0,0,v Sri Lanka,Pallekele,2023-08-31,BAN,0.0,8.5,BOWL,Taskin Ahmed,BAN,Pace,35.0,,2
2632,Mohammad Rizwan,44.0,66,50,6,0,88.0,1,DNB,0,0,0,0.0,2,2.0,2,0,2,0,v Nepal,Multan,2023-08-30,PAK,44.0,8.5,WK,Mohammad Rizwan,PAK,,92.0,,4
2635,Babar Azam,151.0,187,131,14,4,115.26,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Nepal,Multan,2023-08-30,PAK,151.0,8.5,BAT,Babar Azam,PAK,,321.0,,4
2636,Shaheen Shah Afridi,,0,0,0,0,0.0,1,5.0,0,27,2,5.4,2,0.0,0,0,0,0,v Nepal,Multan,2023-08-30,PAK,,9.0,BOWL,Shaheen Afridi,PAK,Pace,54.0,,4
2637,Fakhar Zaman,14.0,26,20,3,0,70.0,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v Nepal,Multan,2023-08-30,PAK,14.0,8.0,BAT,Fakhar Zaman,PAK,,38.0,,4
2639,Naseem Shah,,0,0,0,0,0.0,1,5.0,0,17,1,3.4,2,0.0,0,0,0,0,v Nepal,Multan,2023-08-30,PAK,,7.5,BOWL,Naseem Shah,PAK,Pace,33.0,,4
2640,Agha Salman,5.0,13,14,0,0,35.71,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Nepal,Multan,2023-08-30,PAK,5.0,8.0,ALL,Agha Salman,PAK,Spin,9.0,,4
2642,Haris Rauf,,0,0,0,0,0.0,1,5.0,1,16,2,3.2,2,0.0,0,0,0,0,v Nepal,Multan,2023-08-30,PAK,,8.0,BOWL,Haris Rauf,PAK,Pace,64.0,,4
2645,Saud Shakeel,9.0,8,6,2,0,150.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Afghanistan,Colombo (RPS),2023-08-26,PAK,9.0,7.0,BAT,Saud Shakeel,PAK,,21.0,,3
2646,Faheem Ashraf,2.0,6,2,0,0,100.0,1,8.0,1,43,2,5.37,2,0.0,0,0,0,0,v Afghanistan,Colombo (RPS),2023-08-26,PAK,2.0,6.5,ALL,Faheem Ashraf,PAK,Pace,62.0,,3
2647,Mohammad Rizwan,67.0,120,79,6,1,84.81,1,DNB,0,0,0,0.0,2,2.0,2,0,2,0,v Afghanistan,Colombo (RPS),2023-08-26,PAK,67.0,8.5,WK,Mohammad Rizwan,PAK,,129.0,,3
2648,Ibrahim Zadran,0.0,24,11,0,0,0.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Pakistan,Colombo (RPS),2023-08-26,AFG,0.0,8.0,BAT,Ibrahim Zadran,AFG,,1.0,,2
2649,Shaheen Shah Afridi,,1,1,0,0,200.0,1,9.4,0,31,2,3.2,2,1.0,1,0,0,1,v Afghanistan,Colombo (RPS),2023-08-26,PAK,2.0,9.0,BOWL,Shaheen Afridi,PAK,Pace,68.0,,3
2650,Hashmatullah Shahidi,13.0,42,31,1,0,41.93,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Pakistan,Colombo (RPS),2023-08-26,AFG,13.0,7.5,BAT,Hashmatullah Shahidi,AFG,,19.0,,2
2651,Rahmanullah Gurbaz,5.0,25,15,0,0,33.33,2,DNB,0,0,0,0.0,1,3.0,3,0,3,0,v Pakistan,Colombo (RPS),2023-08-26,AFG,5.0,8.5,WK,Rahmanullah Gurbaz,AFG,,37.0,,2
2652,Fazalhaq Farooqi,,12,8,1,0,75.0,2,7.0,0,45,1,6.42,1,0.0,0,0,0,0,v Pakistan,Colombo (RPS),2023-08-26,AFG,6.0,8.0,BOWL,FazalHaq Farooqi,AFG,Pace,39.0,,2
2654,Babar Azam,60.0,124,86,4,1,69.76,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Afghanistan,Colombo (RPS),2023-08-26,PAK,60.0,8.5,BAT,Babar Azam,PAK,,98.0,,3
2655,Gulbadin Naib,0.0,3,3,0,0,0.0,2,9.0,1,36,2,4.0,1,0.0,0,0,0,0,v Pakistan,Colombo (RPS),2023-08-26,AFG,0.0,7.0,ALL,Gulbadin Naib,AFG,Pace,59.0,,2
2656,Rashid Khan,16.0,12,12,1,1,133.33,2,10.0,1,42,1,4.2,1,0.0,0,0,0,0,v Pakistan,Colombo (RPS),2023-08-26,AFG,16.0,9.0,BOWL,Rashid-Khan,AFG,Spin,63.0,,2
2657,Mohammad Nabi,3.0,27,15,0,0,20.0,2,4.0,0,18,0,4.5,1,0.0,0,0,0,0,v Pakistan,Colombo (RPS),2023-08-26,AFG,3.0,8.0,ALL,Mohammad Nabi,AFG,Spin,7.0,,2
2660,Agha Salman,,59,31,4,1,122.58,1,2.0,0,3,1,1.5,2,0.0,0,0,0,0,v Afghanistan,Colombo (RPS),2023-08-26,PAK,38.0,8.0,ALL,Agha Salman,PAK,Spin,97.0,,3
2663,Fakhar Zaman,27.0,35,33,5,0,81.81,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v Afghanistan,Colombo (RPS),2023-08-26,PAK,27.0,8.0,BAT,Fakhar Zaman,PAK,,63.0,,3
2664,Fareed Ahmad,17.0,42,29,1,0,58.62,2,10.0,0,70,2,7.0,1,0.0,0,0,0,0,v Pakistan,Colombo (RPS),2023-08-26,AFG,17.0,7.0,BOWL,Fareed Ahmed Malik,AFG,Pace,73.0,,2
2665,Ibrahim Zadran,80.0,178,101,6,2,79.2,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Hambantota,2023-08-24,AFG,80.0,8.0,BAT,Ibrahim Zadran,AFG,,144.0,,2
2666,Haris Rauf,,1,1,0,0,300.0,2,7.0,0,48,0,6.85,1,0.0,0,0,0,0,v Afghanistan,Hambantota,2023-08-24,PAK,3.0,8.0,BOWL,Haris Rauf,PAK,Pace,7.0,,3
2668,Naseem Shah,,18,5,2,0,200.0,2,9.0,0,45,1,5.0,1,0.0,0,0,0,0,v Afghanistan,Hambantota,2023-08-24,PAK,10.0,7.5,BOWL,Naseem Shah,PAK,Pace,47.0,,3
2669,Hashmatullah Shahidi,,18,11,2,0,136.36,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v Pakistan,Hambantota,2023-08-24,AFG,15.0,7.5,BAT,Hashmatullah Shahidi,AFG,,35.0,,2
2671,Mohammad Nabi,29.0,43,29,3,0,100.0,1,10.0,0,46,2,4.6,2,1.0,1,0,0,1,v Pakistan,Hambantota,2023-08-24,AFG,29.0,8.0,ALL,Mohammad Nabi,AFG,Spin,107.0,,2
2673,Mohammad Rizwan,2.0,12,7,0,0,28.57,2,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v Afghanistan,Hambantota,2023-08-24,PAK,2.0,8.5,WK,Mohammad Rizwan,PAK,,14.0,,3
2675,Babar Azam,53.0,86,66,6,0,80.3,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Afghanistan,Hambantota,2023-08-24,PAK,53.0,8.5,BAT,Babar Azam,PAK,,93.0,,3
2676,Fazalhaq Farooqi,,0,0,0,0,0.0,1,9.5,0,69,3,7.01,2,0.0,0,0,0,0,v Pakistan,Hambantota,2023-08-24,AFG,,8.0,BOWL,FazalHaq Farooqi,AFG,Pace,77.0,,2
2677,Ikram Alikhil,,0,0,0,0,0.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Hambantota,2023-08-24,AFG,,6.5,WK,Ikram Alikhil,AFG,,4.0,,2
2678,Rashid Khan,2.0,3,3,0,0,66.66,1,10.0,0,53,0,5.3,2,1.0,1,0,0,1,v Pakistan,Hambantota,2023-08-24,AFG,2.0,9.0,BOWL,Rashid-Khan,AFG,Spin,14.0,,2
2680,Rahmanullah Gurbaz,151.0,197,151,14,3,100.0,1,DNB,0,0,0,0.0,2,1.0,1,0,1,0,v Pakistan,Hambantota,2023-08-24,AFG,151.0,8.5,WK,Rahmanullah Gurbaz,AFG,,321.0,,2
2681,Fakhar Zaman,30.0,39,34,5,0,88.23,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Afghanistan,Hambantota,2023-08-24,PAK,30.0,8.0,BAT,Fakhar Zaman,PAK,,58.0,,3
